title,abstract,introduction,journal,field,main_discipline,main_levels,non_main_levels,pdf_url,status
Keratinocyte-specific angiotensin II receptor-associated protein deficiency exacerbates angiotensin II-dependent hypertension via activation of the skin renin-angiotensin system,"The skin has recently been highlighted as a new player regulating blood pressure (BP). Here we show the role of skin renin-angiotensin system (RAS) in hypertension. In human subjects, skin expression of angiotensin II (Ang II) type 1 receptor (AT1R)-associated protein (ATRAP), which inhibits pathological AT1R signaling, is inversely correlated with systolic BP. Keratinocyte-specific ATRAP knockout male mice (KO) exhibit exacerbated Ang II-induced hypertension and skin-specific increases in angiotensinogen and Ang II levels. In keratinocyte-specific ATRAP and AT1R knockout male mice, Ang II-induced skin angiotensinogen excess and exaggerated hypertension seen in KO are eliminated. Although body fluid volume is comparable between the genotypes, the urine volume per water intake in Ang II-infused KO is increased, suggesting decreased extra-renal water loss, which is supported by decreased skin blood flow and transepidermal water loss in KO. Body temperature elevation-induced skin vasodilation eliminates these differences, including exaggerated hypertension, indicating the contribution of skin RAS-mediated vasoconstriction to BP elevation. Skin RAS may become a potential strategy for therapeutic interventions in hypertension.",,Nature Communications,Medicine|Medicine|Nursing,[[基础医学];[人体生理学]],L1:基础医学; L2:人体生理学; L1:人体生理学,L1:生物学; L2:生理学; L1:病理学; L1:药理学,https://www.nature.com/articles/s41467-025-60041-8.pdf,
Refining centromedian nucleus stimulation for generalized epilepsy with targeting and mechanistic insights from intraoperative electrophysiology,"Epilepsy affects 65 million people worldwide, with 30% suffering from drug-resistant epilepsy. While surgical resection is the primary treatment, its application is limited in generalized epilepsy. Centromedian nucleus neurostimulation offers a promising alternative, yet its mechanisms remain unclear, limiting target optimization. We present a multimodal approach integrating intraoperative thalamic and sub-scalp electroencephalogram recordings with post-implant reconstructions to define neural targets affected by centromedian nucleus stimulation. We find that stimulating low-activity regions near the centromedian nucleus, particularly the white matter of internal medullary lamina, induces significant cortical delta power increases greater than stimulation within high-activity areas inside the nucleus. Implantation in these low-activity targets results in greater than 50% seizure reduction in all three subjects. These findings suggest that seizure control primarily involves stimulating white matter regions such as the internal medullary lamina rather than the centromedian nucleus itself. A personalized, electrophysiology-guided implantation approach may enhance neurostimulation efficacy in drug-resistant epilepsy.",,Nature Communications,Medicine|Neuroscience|Neuroscience,Unknown,,,https://www.nature.com/articles/s41467-025-60183-9.pdf,
Complement-mediated enhancement of SARS-CoV-2 antibody neutralisation potency in vaccinated individuals,"With the continued emergence of SARS-CoV-2 variants and concerns of waning immunity, there is a need for better defined correlates of protection to aid future vaccine and therapeutic developments. Whilst neutralising antibody titres are associated with protection, these are typically determined in the absence of the complement system, which has the potential to enhance neutralisation titres and strengthen correlates with protection in vivo. Here we show that replenishment of the complement system in neutralisation assays can significantly enhance neutralisation titres, with up to an ~83-fold increase in neutralisation of the BA.1.1.529 strain using cross-reactive sera from vaccination against the ancestral strain. The magnitude of enhancement significantly varies between individuals, viral strains (wild-type/VIC01 and Omicron/BA.1), and cell lines (Vero E6 and Calu-3), and is abrogated following heat-inactivation of the complement source. Utilising ACE2 competition assays, we show that the mechanism of action is partially mediated by reducing ACE2-spike interactions. Through the addition of compstatin (a C3 inhibitor) to live virus neutralisation assays, the complement protein C3 is shown to be required for maximum efficiency. These findings further our understanding of SARS-CoV-2 immunity and neutralisation, with implications for protection against emerging variants and assessing future vaccine and therapeutic developments.",,Nature Communications,Medicine|Medicine|Immunology and Microbiology,[[生物学];[病毒学]],L1:生物学; L2:病毒学; L1:病毒学,L1:基础医学; L2:医学微生物学(包括医学病毒学等); L1:预防医学与卫生学; L2:传染病学; L1:免疫学; L1:生物化学; L1:分子生物学,https://www.nature.com/articles/s41467-025-57947-8.pdf,
Fate mapping of peripherally-derived macrophages after traumatic brain injury in mice reveals a long-lasting population with a distinct transcriptomic signature,"Traumatic brain injury (TBI) is an environmental risk factor for dementia and long-term neurological deficits, posing a significant public health challenge. TBI-induced neuroinflammation involves both brain-resident microglia and peripheral monocyte-derived macrophages (MDMs). Previous research has shown that MDMs contribute to the development of long-term memory deficits, yet their long-term behavior following brain infiltration remains unclear. To address this, our study uses two complementary fate-mapping mouse lines, CCR2-creERT2 and Ms4a3-cre, for precise and lasting tracking of MDMs in vivo. Here we show that MDMs persist in the brain for at least 8 months post-TBI in both male and female mice. MDMs retain phagocytic activity for at least 30 days post-TBI, remain transcriptionally distinct from microglia, and display a gene expression profile associated with aging and disease. Moreover, we identify a core transcriptomic signature of MDMs shared across various mouse models and brain perturbations, which is also enriched in the brain myeloid cells of male subjects with TBI and Alzheimer's disease patients. These findings enhance our understanding of MDMs' dynamics after TBI and inform future targeted myeloid-based therapies.",,Nature Communications,"Neuroscience|Immunology and Microbiology|Biochemistry, Genetics and Molecular Biology",Unknown,,,https://www.nature.com/articles/s41467-025-63952-8.pdf,
Structural convergence and water-mediated substrate mimicry enable broad neuraminidase inhibition by human antibodies,"Influenza has been responsible for multiple global pandemics and seasonal epidemics and claimed millions of lives. The imminent threat of a panzootic outbreak of avian influenza H5N1 virus underscores the urgent need for pandemic preparedness and effective countermeasures, including monoclonal antibodies (mAbs). Here, we characterize human mAbs that target the highly conserved catalytic site of viral neuraminidase (NA), termed NCS mAbs, and the molecular basis of their broad specificity. Cross-reactive NA-specific B cells were isolated by using stabilized NA probes of non-circulating subtypes. We found that NCS mAbs recognized multiple NAs of influenza A as well as influenza B NAs and conferred prophylactic protections in mice against H1N1, H5N1, and influenza B viruses. Cryo-electron microscopy structures of two NCS mAbs revealed that they rely on structural mimicry of sialic acid, the substrate of NA, by coordinating not only amino acid side chains but also water molecules, enabling inhibition of NA activity across multiple influenza A and B viruses, including avian influenza clade 2.3.4.4b H5N1 viruses. Our results provide a molecular basis for the broad reactivity and inhibitory activity of NCS mAbs targeting the catalytic site of NA through substrate mimicry.",,Nature Communications,"Environmental Science|Medicine|Biochemistry, Genetics and Molecular Biology",[[生物学];[生物化学];[分子生物学]],L1:生物学; L2:生物化学; L3:分子生物学; L1:生物化学; L2:酶学,L1:基础医学; L2:医学微生物学(包括医学病毒学等); L1:药学; L2:药物化学(包括天然药物化学等); L1:病毒学; L2:分子病毒学,https://www.nature.com/articles/s41467-025-62339-z.pdf,
ACSS2 mediates an epigenetic pathway to regulate β-cell adaptation during gestation in mice,"Maternal pancreatic β-cells undergo adaptive changes to meet the metabolic demands of pregnancy, and disruptions in this adaptation can lead to gestational diabetes mellitus. However, the mechanisms governing this adaptation remain largely unexplored. Using single-cell transcriptome combined with genetic analyses, we identified a precise process of β-cell adaptation in mice, characterized by progressive metabolic stress-related β-cell dysfunction, increased acetyl-CoA biosynthesis, and gene element-specific histone acetylation. STAT3 recruits p300 to promote histone acetylation of pregnancy-associated genes, a process enhanced by Acetyl-CoA Synthetase 2 (ACSS2). High-fat feeding induces hyperacetylation of chromatin regions specifically opened during pregnancy, leading to the overexpression of genes that impair β-cell function. However, these impairments can be rescued by β-cell-specific deletion of Acss2. Notably, ACSS2 is functionally implicated in the early establishment of β-cell adaptation in HFD-fed mice but does not appear to play a role in standard diet-fed mice until after the initiation of adaptation. Our study uncovers a finely regulated β-cell adaptation process at the single-cell level during pregnancy and identifies a specific epigenetic pathway that governs this process. These findings provide insights into β-cell plasticity and potential therapeutic strategies for gestational diabetes mellitus.",,Nature Communications,"Medicine|Medicine|Biochemistry, Genetics and Molecular Biology",[[生理学];[内分泌生理学]],L1:生理学; L2:内分泌生理学; L1:激素生物化学,L1:生物化学; L2:激素生物化学; L1:细胞生物学; L2:细胞生理学; L1:生殖生物化学,https://www.nature.com/articles/s41467-025-58322-3.pdf,
Shared pathway-specific network mechanisms of dopamine and deep brain stimulation for the treatment of Parkinson’s disease,"Abstract Deep brain stimulation is a brain circuit intervention that can modulate distinct neural pathways for the alleviation of neurological symptoms in patients with brain disorders. In Parkinson’s disease, subthalamic deep brain stimulation clinically mimics the effect of dopaminergic drug treatment, but the shared pathway mechanisms on cortex – basal ganglia networks are unknown. To address this critical knowledge gap, we combined fully invasive neural multisite recordings in patients undergoing deep brain stimulation surgery with normative MRI-based whole-brain connectomics. Our findings demonstrate that dopamine and stimulation exert distinct mesoscale effects through modulation of local neural population activity. In contrast, at the macroscale, stimulation mimics dopamine in its suppression of excessive interregional network synchrony associated with indirect and hyperdirect cortex – basal ganglia pathways. Our results provide a better understanding of the circuit mechanisms of dopamine and deep brain stimulation, laying the foundation for advanced closed-loop neurostimulation therapies.",,Nature Communications,Medicine|Medicine|Neuroscience,[[生物学];[神经生物学]],L1:生物学; L2:神经生物学,L1:临床医学; L2:神经病学,https://www.nature.com/articles/s41467-025-58825-z.pdf,
Langmuir-Schaefer deposition of 2D PbS quantum dot superlattices with millimetre square coverage,"Superlattices of lead chalcogenide colloidal quantum dots hold promise to revolutionise the field of infrared optoelectronics due to their unique combination of optical and transport properties. However, the main challenge remains to form a homogeneous thin-film with long-range order avoiding cracking upon ligand exchange. To overcome these issues, we introduce an approach where external lateral pressure is applied during the self-assembly and ligand exchange, thus avoiding the formation of cracks due to volume shrinking. The formed monolayer superlattices are crack-free over several millimetres square. Transport measurements in an ionic gel-gated field-effect transistor reveal that increasing the external pressure during the superlattice formation leads to higher electron mobilities above 25 cm2V−1s−1 thanks to better compactness, high ordering, and a higher number of nearest neighbours. These results demonstrate that colloidal quantum dot superlattices with high charge mobility can be fabricated over large areas with important implications for technological applications. 2D superlattices of colloidal quantum dots are challenging to fabricate over large areas without cracks. Here, Pinna et al. demonstrate how applying lateral pressure during self-assembly of PbS quantum dots improves order and coverage, enabling large-area, crack-free films with high electron mobility.",,Nature Communications,Materials Science|Engineering|Materials Science,[[材料科学];[材料合成与加工工艺]],L1:材料科学; L2:材料合成与加工工艺,L1:物理学; L2:凝聚态物理学,https://www.nature.com/articles/s41467-025-64065-y.pdf,
A multifaceted hybrid ES-robotic device for gait training in individuals with neurological disorders,"The integration of robotics and Electrical Stimulation (ES) in neurorehabilitation leverages robotics' precise task execution alongside ES-induced motor learning, muscle conditioning, and cardiovascular benefits. We propose a hybrid system for overground gait training, combining neuromuscular ES and a motorized exoskeleton. Different combination modalities are proposed: ES-motor cooperation for the swinging knee, synchronized but independent ES and motor assistance for hip movements and for the knee during stance, and ES-only for the non-actuated ankle. Twelve non-disabled subjects and eleven participants with neurological disorders tested the system under two conditions: exoskeleton-only and hybrid. The hybrid condition reduced knee motor torque by 48% during swing without compromising tracking accuracy, showing that ES can effectively drive limb motion. Neurological participants rated the hybrid system as more usable than the exoskeleton alone (median 5-point improvement of System Usability Scale). These findings support the feasibility of hybrid ES-motorized exoskeletons in clinical settings. Future studies should investigate their potential to enhance therapeutic outcomes. Robotics and electrical stimulation offer complementary benefits in neurorehabilitation. Here, the authors show that a hybrid ES-exoskeleton enables overground gait with minimal setup and therapist effort and reduces motor demand.",,Nature Communications,Medicine|Engineering|Engineering,[[临床医学];[康复医学];[神经康复学]],L1:临床医学; L2:康复医学; L3:神经康复学,L1:机械工程; L2:机械制造工艺与设备; L3:机械制造自动化; L1:生物医学工程学; L2:康复工程学; L3:辅助技术,https://www.nature.com/articles/s41467-025-63474-3.pdf,
Machine learning center-specific models show improved IVF live birth predictions over US national registry-based model,"Expanding in vitro fertilization (IVF) access requires improved patient counseling and affordability via cost-success transparency. Clinicians ask how two types of live birth prediction (LBP) models perform: machine learning, center-specific (MLCS) models and the multicenter, US national registry-based model produced by Society for Assisted Reproductive Technology (SART). In a retrospective model validation study, we tested whether MLCS performs better than SART using 4635 patients' first-IVF cycle data from 6 centers. MLCS significantly improved minimization of false positives and negatives overall (precision recall area-under-the-curve) and at the 50% LBP threshold (F1 score) compared to SART (p < 0.05). To contextualize, MLCS more appropriately assigned 23% and 11% of all patients to LBP ≥ 50% and LBP ≥ 75% whereas SART gave lower LBPs. Here, we show MLCS improves model metrics relevant for clinical utility - personalizing prognostic counseling and cost-success transparency - and is externally validated. We recommend evaluating MLCS in a larger sample of fertility centers.",,Nature Communications,Medicine|Medicine|Medicine,[[临床医学];[妇产科学]],L1:临床医学; L2:妇产科学,L1:计算机科学技术; L2:人工智能,https://www.nature.com/articles/s41467-025-58744-z.pdf,
Structure of dimerized assimilatory NADPH-dependent sulfite reductase reveals the minimal interface for diflavin reductase binding,"Escherichia coli NADPH-dependent assimilatory sulfite reductase (SiR) reduces sulfite by six electrons to make sulfide for incorporation into sulfur-containing biomolecules. SiR has two subunits: an NADPH, FMN, and FAD-binding diflavin flavoprotein and a siroheme/Fe4S4 cluster-containing hemoprotein. The molecular interactions that govern subunit binding have been unknown since the discovery of SiR over 50 years ago because SiR is flexible, thus has been intransigent for traditional high-resolution structural analysis. We use a combination of the chameleon® plunging system with a fluorinated lipid to overcome the challenges of preserving a flexible molecule to determine a 2.78 Å-resolution cryo-EM structure of a minimal heterodimer complex. Chameleon®, combined with the fluorinated lipid, overcomes persistent denaturation at the air-water interface. Using a previously characterized minimal heterodimer reduces the heterogeneity of a structurally heterogeneous complex to a level that we analyze using multi-conformer cryo-EM image analysis algorithms. Here, we report the near-atomic resolution structure of the flavoprotein/hemoprotein complex, revealing how they interact in a minimal interface. Further, we determine the structural elements that discriminate between pairing a hemoprotein with a diflavin reductase, as in the E. coli homolog, or a ferredoxin partner, as in maize (Zea mays). Here, the authors probe E. coli NADPH-dependent assimilatory sulfite reductase (SiR) by determining the cryo-EM structure of the SiRFP/SiRHP dimer, revealing the minimal binding interface for diflavin reductase and electron transfer partner binding.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Energy|Materials Science",Unknown,,,https://www.nature.com/articles/s41467-025-58037-5.pdf,
Rapid sintering of high-efficiency phosphor-in-glass films for laser-driven light source,"The development of advanced high-power-density laser-driven light source requires durable and color-tunable inorganic phosphor-in-glass film composites as color converter. One challenge remains for the phosphor-in-glass film is the thermal erosion and degradation of phosphor, as harsh condition or long duration time is required to densify the film for conventional sintering. Here we develop a rapid thermal annealing technique that achieves high film densification (porosity < 3%) within seconds utilizing high-power (>10 kW) infrared irradiation. As demonstrated by high-resolution electron microscopy observation, a trivial interfacial reaction occurs, leading to almost intact phosphor particles and thus restrained luminous loss. For instance, the red-emitting Sr0.8Ca0.2AlSiN3:Eu2+ exhibits a record internal quantum efficiency of 91.2% in the processed film and achieves a luminous flux of 2379 lm and efficacy of 140 lm W−1 after fabricating a phosphor wheel. This method reduces energy consumption, enables high-throughput screening, and offers material universality and design flexibility, paving the way for new opto-functional materials and applications. High-power laser lighting requires stable phosphor-in-glass films, but conventional sintering damages phosphors. Here, the authors develop infrared annealing which enables seconds-scale fabrication, minimizes interfacial damage and retains luminescence.",,Nature Communications,Materials Science|Engineering|Physics and Astronomy,Unknown,,,https://www.nature.com/articles/s41467-025-58099-5.pdf,
Tumour initiated purinergic signalling promotes cardiomyocyte RBFOX1 degradation and cardiotoxicity from DNA damaging anticancer agents,"It is well established tumour cells secrete signalling factors affecting distant normal tissues. What remains unresolved is whether these factors initiate a signalling cascade rendering terminally differentiated cardiomyocytes susceptible to apoptosis, a feature of chemotherapy-induced cardiotoxicity (CIC). Here we show in MANTICORE trial cancer patients, cumulative baseline plasma levels of the nucleoside inosine and its derivative hypoxanthine predict cardiotoxicity. We found the Zn2+ finger transcription factor ZNF281 increases synthesis and release of inosine and hypoxanthine, which bind the A2A receptor on cardiomyocytes, activating CAMKIIδ which phosphorylates the postnatal mRNA splicing factor RBFOX1, resulting in its caspase-dependent degradation. RBFOX1 loss reverts cardiomyocytes to a less mature state with open chromatin and susceptibility to DNA damage, apoptosis or CIC, when treated with DNA intercalating or alkylating anticancer agents. These findings suggest cumulative inosine and hypoxanthine levels may be a biomarker predicting patient susceptibility to DNA damaging anti-cancer agents. Chemotherapy-induced cardiotoxicity (CIC) is an adverse condition associated with several DNA damaging chemotherapeutics. Here, the authors discover that tumour ZNF281-mediated increase of purinergic signalling factors inosine and hypoxanthine promotes RBFOX1 degradation in cardiomyocytes, increasing the risk for developing CIC.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Medicine|Biochemistry, Genetics and Molecular Biology",[[生物学];[分子生物学];[生物化学]],L1:生物学; L2:分子生物学; L3:生物化学; L1:生理学; L2:心血管生理学,L1:基础医学; L2:病理学; L3:药理学; L1:生物化学; L2:激素生物化学; L1:细胞生物学; L2:细胞生理学,https://www.nature.com/articles/s41467-025-62172-4.pdf,
"EXO1 as a therapeutic target for Fanconi Anaemia, ZRSR2 and BRCA1-A complex deficient cancers","Abstract Exonuclease EXO1 performs multiple roles in DNA replication and DNA damage repair (DDR). However, EXO1 loss is well-tolerated, suggesting the existence of compensatory mechanisms that could be exploited in DDR-deficient cancers. Using CRISPR screening, we find EXO1 loss as synthetic lethal with many DDR genes somatically inactivated in cancers, including Fanconi Anaemia (FA) pathway and BRCA1-A complex genes. We also identify the spliceosome factor and tumour suppressor ZRSR2 as synthetic lethal with loss of EXO1 and show that ZRSR2-deficient cells are attenuated for FA pathway activation, exhibiting cisplatin sensitivity and radial chromosome formation. Furthermore, FA or ZRSR2 deficiencies depend on EXO1 nuclease activity and can be potentiated in combination with PARP inhibitors or ionizing radiation. Finally, we uncover dysregulated replication-coupled repair as the driver of synthetic lethality between EXO1 and FA pathway attributable to defective fork reversal, elevated replication fork speeds, post-replicative single stranded DNA exposure and DNA damage. These findings implicate EXO1 as a synthetic lethal vulnerability and promising drug target in a broad spectrum of DDR-deficient cancers unaddressed by current therapies.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Biochemistry, Genetics and Molecular Biology|Biochemistry, Genetics and Molecular Biology",[[生物学];[分子生物学];[遗传学]],L1:生物学; L2:分子生物学; L3:遗传学; L1:遗传学; L2:分子遗传学,L1:基础医学; L2:病理学; L3:药理学; L1:药学; L2:药物化学; L3:生物药物学; L1:细胞生物学; L2:细胞生理学; L1:生物化学; L2:核酸生物化学,https://www.nature.com/articles/s41467-025-63349-7.pdf,
Electroreductive amination of carboxylic acids by cobalt catalysis,"Catalytic reduction of carboxylic acids to valuable chemicals is highly desirable yet challenging for both biomass conversion and organic synthesis. Here we describe an efficient and sustainable electrocatalytic hydrogenation of carboxylic acids with amines utilizing protons as the hydrogen source. The application of an earth-abundant cobalt complex enables electrochemical generation of a cobalt-hydride intermediate, which serves as the key catalytically active species for this reductive process. Obviating the need for flammable H2 gas or sensitive hydrides, this general hydrogenative coupling of carboxylic acids with amines and nitroarenes allows producing a wide range of structurally diverse complex alkylamines under mild electrocatalytic conditions. Furthermore, the practicality and versatility of this protocol are demonstrated through its application in valuable isotope labeling using readily available deuterium sources.",,Nature Communications,Chemistry|Chemistry|Chemistry,[[有机化学];[有机合成化学]],L1:有机化学; L2:有机合成化学,L1:物理化学; L2:电化学,https://www.nature.com/articles/s41467-025-62396-4.pdf,
Ancestral sequence reconstruction as a tool for structural analysis of modular polyketide synthases,"Modular polyketide synthases (PKSs) are large multi-domain enzymes critical for the biosynthesis of polyketide antibiotics. However, challenges with structural analysis limits our mechanistic understanding of modular PKSs. In this report, we explore the potential of ancestral sequence reconstruction (ASR) for structure analysis of target proteins. As a model, we focus on the FD-891 PKS loading module composed of ketosynthase-like decarboxylase (KSQ), acyltransferase (AT) and acyl carrier protein (ACP) domains. We construct a KSQAncAT chimeric didomain by replacing the native AT with an ancestral AT (AncAT) using ASR. After confirming that KSQAncAT chimeric didomain retains similar enzymatic function to the native KSQAT didomain, we successfully determine a high-resolution crystal structure of the KSQAncAT chimeric didomain and cryo-EM structures of the KSQ-ACP complex. These cryo-EM structures, which could not be determined for the native protein, exemplify the utility of ASR to enable cryo-EM single-particle analysis. Our findings demonstrate that integrating ASR with structural analysis provides deeper mechanistic insight into modular PKSs. Furthermore, applying ASR to a partial region of the targeted multi-domain proteins could expand the potential of ASR and may serve as a valuable framework for investigating the structure and function of various multi-domain proteins.",,Nature Communications,"Medicine|Biochemistry, Genetics and Molecular Biology|Materials Science",[[生物化学];[酶学]],L1:生物化学; L2:酶学,L1:分子生物学; L1:生物物理学; L2:分子生物物理学,https://www.nature.com/articles/s41467-025-62168-0.pdf,
Reprogramming yeast metabolism for customized starch-rich micro-grain through low-carbon microbial manufacturing,"Starch is a primary food ingredient and industrial feedstock. Low-carbon microbial manufacturing offers a carbon-neutral/negative arable land-independent strategy for starch production. Here, we reconfigure the oleaginous yeast as a starch-rich micro-grain producer by rewiring the starch biosynthesis and gluconeogenesis pathways and regulating cell morphology. With the CO2 electro-synthesized acetate as the substrate, the strain accumulates starch 47.18% of dry cell weight. The optimized system renders spatial-temporal starch productivity (243.7 g/m2/d) approximately 50-fold higher than crop cultivation and volumetric productivity (160.83 mg/L/h) over other microbial systems by an order of magnitude. We demonstrate tunable starch composition and starch-protein ratios via strain and process engineering. The engineered artificial strains adopt a cellular resources reallocation strategy to ensure high-level starch production in micro-grain and could facilitate a highly efficient straw/cellulose-to-starch conversion. This work elucidates starch biosynthesis machinery and establishes a superior-to-nature platform for customizable starch synthesis, advancing low-carbon nutritional manufacturing. Starch is a primary food ingredient and bulk industrial feedstock. Here, the authors employ metabolic engineering and cell morphology control strategies to engineer oleaginous yeast Yarrowia lipolytica for starch biosynthesis using acetate as sole carbon source.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Engineering|Agricultural and Biological Sciences",[[生物学];[微生物学];[生物工程]],L1:生物学; L2:微生物学; L3:生物工程; L1:生物工程; L2:基因工程; L3:细胞工程,L1:化学; L2:生物化学; L1:食品科学技术; L2:食品加工技术; L1:微生物学; L2:微生物生理学; L3:微生物遗传学,https://www.nature.com/articles/s41467-025-58067-z.pdf,
Amorphous polymers separate small organic molecules with switchable selective states,"Structured porous materials, including metal-organic frameworks (MOFs) and covalent-organic frameworks (COFs), are being intensely developed because they can separate small molecules via precisely constructed and uniformly sized pores, despite challenges that hinder practical use. Polymers are structurally amorphous; hence, they are not considered fundamentally capable of separating different organic molecules. This manuscript reports that amorphous polymers can be prepared to separate different small organic molecules (i.e., solutes dissolved in a solvent) effectively, with very large separation factors of ~1000 and ~100,000. Effective separation involves fundamentally a delicate balance between hydrophobicity and hydrophilicity and dynamic mobility of polymeric chains to produce optimal pores. Therefore, structured pores are not fundamentally essential for molecular separation — amorphous pores are effective. These stimuli-responsive polymers have reversibly switchable states with completely opposite selectivities. They are multifunctional: they separate by polarity, size, and with opposite selectivities. Hence, they can separate many different molecules in complex solutions. These polymers are simple and inexpensive to fabricate for widespread use. Amorphous polymers without the uniformly sized pores of structured materials are not typically considered in separating organic molecules in a liquid medium. Here, the authors design a polymer film balancing the hydrophilic and hydrophobic properties to separate mixtures of small molecules.",,Nature Communications,Engineering|Materials Science|Chemistry,Unknown,,,https://www.nature.com/articles/s41467-025-62560-w.pdf,
Non-equilibrium demixing and dissolution of chiral coacervates via intrinsic catalysis,"Membraneless organelles seen in extant biology leverage biochemical energy sources to realize intracellular non-equilibrium microcompartments. Constructing their synthetic mimics from small molecules can contribute towards our understanding of active phase separation and their role in the chemical emergence of compartments. Herein, we develop a model of synthetic membraneless organelles as non-equilibrium droplet phase and are accessed via homotypic interactions between small activated molecule and short peptide. The constituent short peptide's residues mimic hydrolase-like activity via covalent catalysis which leads to vacuolization and subsequent generation of the dissolved equilibrium phase as a function of time. Despite the short tetrameric sequence, the peptide residues help in demixing (phase separation) as well as catalysis which is critical for achieving such non-equilibrium behaviour. Importantly, the low molecular weight active coacervates behave like chiral microenvironment, which further promotes kinetic resolution in chemical transformations, thus mirroring the dynamic and functional attributes associated with complex membraneless organelles. Constructing synthetic mimics of membraneless organelles using small molecules can contribute towards our understanding of active phase separation and their role in the chemical emergence of compartments. Herein, the authors develop a model of synthetic membraneless organelles as non-equilibrium droplet phase which are accessed via homotypic interactions between small activated molecule and short peptides.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Biochemistry, Genetics and Molecular Biology|Biochemistry, Genetics and Molecular Biology",[[化学];[物理化学];[化学物理学]],L1:化学; L2:物理化学; L3:化学物理学; L1:胶体化学与界面化学,L1:生物学; L2:生物化学; L3:分子生物学; L1:催化化学,https://www.nature.com/articles/s41467-025-64444-5.pdf,
SC35-mediated bZIP49 splicing regulates K⁺ channel AKT1 for salt stress adaptation in poplar,"Soil salinization threatens plant distribution, crop yields, and ecosystem stability. In response, plants activate potassium (K+) signaling to maintain Na⁺/K⁺ balance, though the mechanisms regulating K⁺ uptake under salt stress remain poorly understood. This study identified two splice variants of the bZIP49 transcription factor in Populus tomentosa: unspliced ""bZIP49L"" and spliced ""bZIP49S"". bZIP49S, the active form under salt stress, reduces salt tolerance when overexpressed, while bzip49cr knockout enhances it. The serine/arginine-rich splicing factor SC35 was identified as a regulator of bZIP49 mRNA splicing through a self-developed experimental method, and its overexpression enhances salt sensitivity. bZIP49S inhibits the K+ transporter AKT1 by binding its promoter, and AKT1 loss in bzip49cr mutant limits K+ influx and reduces salt tolerance. Under salt stress, the E2 ubiquitin-conjugating enzyme UBC32 promotes SC35 degradation via ubiquitination, lowering bZIP49S levels and alleviating the inhibition of AKT1. This facilitates K⁺ uptake, restores Na⁺/K⁺ balance, and improves salt tolerance. Our study highlights the critical role of bZIP49 splicing and the ""UBC32-SC35-bZIP49-AKT1"" module in modulating Na⁺/K⁺ balance under salt stress in poplar.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Agricultural and Biological Sciences|Agricultural and Biological Sciences",Unknown,,,https://www.nature.com/articles/s41467-025-62448-9.pdf,
Brightening self-trapped exciton emission in 2D metal-organic chalcogenolates via argentophilicity-mediated anisotropic compression,"An emerging class of two-dimensional semiconductor materials, metal-organic chalcogenolates (MOCs), have garnered significant attention due to the strong excitonic effects arising from their intrinsic soft, hybrid multiquantum-well structures. However, modifying excitonic transitions that strongly couple to the argentophilic networks and constructing their structure-property relationships in MOCs remain daunting challenges. Here, we use silver phenylselenolate (AgSePh) as a model system to manipulate excitonic behavior and uncover the fundamental photophysical mechanisms through pressure engineering. A bright broadband Stokes-shifted emission is observed in AgSePh crystals along with the disappearance of blue narrow emission upon compression, which is attributed to the pressure-induced carrier transformation from free exciton to self-trapping exciton states. The considerable compressibility of the Ag-Se inorganic monolayer, driven by weakly bound argentophilic interactions, generates pronounced argentophilic intralayer distortion while simultaneously enhancing exciton-phonon coupling and excitonic oscillator strength. This work demonstrates the remarkable tunability of excitonic properties in layered MOCs.",,Nature Communications,Engineering|Materials Science|Materials Science,[[物理学];[凝聚态物理学]],L1:物理学; L2:凝聚态物理学,L1:化学; L2:无机化学,https://www.nature.com/articles/s41467-025-62170-6.pdf,
In vivo mechano-tissue engineering by hydrogels capable of transmitting intercellular mechanical stress,"Integrating the latest insights from mechanobiology into tissue engineering could lead to innovative technologies. Here we show a method to effectively elicit the regenerative response of transplanted cells by utilizing mechanical stress generated in vivo. The essential feature of our method is that it does not use specific ligands for the vital mechanosensor integrins to mechanically activate them. In our method, azide groups are introduced into the integrin, and the hydrogel is modified with cyclooctyne (DBCO) groups. Thus, bioorthogonal click reaction between the azide groups and the DBCO groups forms direct, stable, irreversible covalent bonds between the cellular integrin and the hydrogel. We demonstrate that the integrin–hydrogel linkage is in ON state regardless of the intensity of the stress, the cell cycle, or the extracellular environment, so that mechanical stress is rapidly and reliably transmitted to the nucleus through the linkage in vivo, resulting in regenerative response of the transplanted cells. Here, authors develop a ligand-free strategy to mechanically activate cells in a hydrogel by utilizing a biorthogonal click reaction to form a covalent bond between azide-modified cellular integrins and the hydrogel. They then apply this strategy in vivo to show that the transmittance of mechanical stress using the hydrogel system promotes regeneration of skeletal muscle.",,Nature Communications,"Biochemistry, Genetics and Molecular Biology|Engineering|Materials Science",[[生物学];[生物工程]],L1:生物学; L2:生物工程; L1:生物物理学,L1:材料科学; L1:生物物理学; L2:细胞生物学; L3:生物工程,https://www.nature.com/articles/s41467-025-64656-9.pdf,
